statistic_label,month,property_type,unit,value
Percentage Change over 1 month for Residential Property Price Index,2005 February,South-West - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 March,National - all residential properties,%,0.6
Percentage Change over 1 month for Residential Property Price Index,2005 March,National - houses,%,0.7
Percentage Change over 1 month for Residential Property Price Index,2005 March,National - apartments,%,-0.1
Percentage Change over 1 month for Residential Property Price Index,2005 March,Dublin - all residential properties,%,0.7
Percentage Change over 1 month for Residential Property Price Index,2005 March,Dublin - houses,%,0.9
Percentage Change over 1 month for Residential Property Price Index,2005 March,Dublin - apartments,%,0.8
Percentage Change over 1 month for Residential Property Price Index,2005 March,Dublin City - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 March,Dun Laoghaire-Rathdown - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 March,Fingal - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 March,South Dublin - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 March,National excluding Dublin - all residential properties,%,0.4
Percentage Change over 1 month for Residential Property Price Index,2005 March,National excluding Dublin - houses,%,0.6
Percentage Change over 1 month for Residential Property Price Index,2005 March,National excluding Dublin - apartments,%,-2.2
Percentage Change over 1 month for Residential Property Price Index,2005 March,Border - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 March,Midland - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 March,West - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 March,Mid-East - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 March,Mid-West - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 March,South-East - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 March,South-West - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 April,National - all residential properties,%,0.7
Percentage Change over 1 month for Residential Property Price Index,2005 April,National - houses,%,0.8
Percentage Change over 1 month for Residential Property Price Index,2005 April,National - apartments,%,-0.1
Percentage Change over 1 month for Residential Property Price Index,2005 April,Dublin - all residential properties,%,0.7
Percentage Change over 1 month for Residential Property Price Index,2005 April,Dublin - houses,%,1.1
Percentage Change over 1 month for Residential Property Price Index,2005 April,Dublin - apartments,%,0.0
Percentage Change over 1 month for Residential Property Price Index,2005 April,Dublin City - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 April,Dun Laoghaire-Rathdown - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 April,Fingal - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 April,South Dublin - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 April,National excluding Dublin - all residential properties,%,0.7
Percentage Change over 1 month for Residential Property Price Index,2005 April,National excluding Dublin - houses,%,0.7
Percentage Change over 1 month for Residential Property Price Index,2005 April,National excluding Dublin - apartments,%,-0.9
Percentage Change over 1 month for Residential Property Price Index,2005 April,Border - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 April,Midland - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 April,West - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 April,Mid-East - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 April,Mid-West - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 April,South-East - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 April,South-West - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 May,National - all residential properties,%,0.7
Percentage Change over 1 month for Residential Property Price Index,2005 May,National - houses,%,0.8
Percentage Change over 1 month for Residential Property Price Index,2005 May,National - apartments,%,0.1
Percentage Change over 1 month for Residential Property Price Index,2005 May,Dublin - all residential properties,%,0.7
Percentage Change over 1 month for Residential Property Price Index,2005 May,Dublin - houses,%,1.1
Percentage Change over 1 month for Residential Property Price Index,2005 May,Dublin - apartments,%,0.0
Percentage Change over 1 month for Residential Property Price Index,2005 May,Dublin City - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 May,Dun Laoghaire-Rathdown - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 May,Fingal - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 May,South Dublin - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 May,National excluding Dublin - all residential properties,%,0.7
Percentage Change over 1 month for Residential Property Price Index,2005 May,National excluding Dublin - houses,%,0.7
Percentage Change over 1 month for Residential Property Price Index,2005 May,National excluding Dublin - apartments,%,0.6
Percentage Change over 1 month for Residential Property Price Index,2005 May,Border - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 May,Midland - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 May,West - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 May,Mid-East - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 May,Mid-West - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 May,South-East - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 May,South-West - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 June,National - all residential properties,%,0.9
Percentage Change over 1 month for Residential Property Price Index,2005 June,National - houses,%,1.1
Percentage Change over 1 month for Residential Property Price Index,2005 June,National - apartments,%,-0.3
Percentage Change over 1 month for Residential Property Price Index,2005 June,Dublin - all residential properties,%,0.1
Percentage Change over 1 month for Residential Property Price Index,2005 June,Dublin - houses,%,0.3
Percentage Change over 1 month for Residential Property Price Index,2005 June,Dublin - apartments,%,-0.5
Percentage Change over 1 month for Residential Property Price Index,2005 June,Dublin City - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 June,Dun Laoghaire-Rathdown - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 June,Fingal - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 June,South Dublin - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 June,National excluding Dublin - all residential properties,%,1.3
Percentage Change over 1 month for Residential Property Price Index,2005 June,National excluding Dublin - houses,%,1.5
Percentage Change over 1 month for Residential Property Price Index,2005 June,National excluding Dublin - apartments,%,-0.2
Percentage Change over 1 month for Residential Property Price Index,2005 June,Border - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 June,Midland - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 June,West - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 June,Mid-East - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 June,Mid-West - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 June,South-East - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 June,South-West - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 July,National - all residential properties,%,1.6
Percentage Change over 1 month for Residential Property Price Index,2005 July,National - houses,%,1.7
Percentage Change over 1 month for Residential Property Price Index,2005 July,National - apartments,%,0.2
Percentage Change over 1 month for Residential Property Price Index,2005 July,Dublin - all residential properties,%,1.2
Percentage Change over 1 month for Residential Property Price Index,2005 July,Dublin - houses,%,1.7
Percentage Change over 1 month for Residential Property Price Index,2005 July,Dublin - apartments,%,-0.4
Percentage Change over 1 month for Residential Property Price Index,2005 July,Dublin City - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 July,Dun Laoghaire-Rathdown - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 July,Fingal - houses,%,
Percentage Change over 1 month for Residential Property Price Index,2005 July,South Dublin - houses,%,
